Name,Mortality,Original_Mortality,New_Mort,dnbr,Mortality_Qualitative,prefire_cover,new_cover,Veg_Assoc,elev,slope,temp,sr,precip,tpi,cwd,vpd_Aug,twi,Mean Aspect ,flow,area,southwestness,vpd_jan,fri,wind_speed,wind_direction,wind_exposition,elev_d,slope_d,temp_d,sr_d,precip_d,tpi_d,cwd_d,vpd_a_d,twi_d,area_d,vpd_j_d,elev_p,slope_p,temp_p,sr_p,precip_p,tpi_p,cwd_p,vpd_a_p,twi_p,area_p,vpd_j_p,landscape_position,cwd_2
1304,2,Low,ml,0.018826,Low,Moderate-High(50-75%),moderate,Chap/Oak,1526.076202,39.006854,32.083941,1681130.591,653.335181,-2.064196,1525.22949,36.798707,4.106348,306.320913,0.568917,4000.039489,0.935721983,8.849272,100,13.398042,295.313122,1.148273,90%,90%,40%,80%,50%,50%,90%,30%,30%,40%,20%,100%,100%,50%,75%,50%,50%,100%,50%,25%,50%,25%,Midslope,897.466957
1305,2,Low,ml,0.273344,Low,High (75-100%),high,Chap/Oak,1358.60583,35.767556,32.478099,1721793.94,654.36978,-2.310697,1357.802589,38.041407,3.862082,304.203837,0.751938,4077.969219,-0.787520718,8.980132,100,12.155968,296.718179,1.0436,60%,80%,50%,80%,50%,50%,60%,40%,20%,40%,20%,75%,75%,50%,100%,50%,50%,75%,50%,25%,50%,25%,Midslope,929.740764
1306,0,None,low,0.061967,None,Moderate (25-50%),moderate_low,Chap/Oak,1362.392086,37.952244,32.854828,1436807.512,657.687542,3.428418,1362.877684,39.943685,3.455193,276.768169,0.351361,8422.636412,0.068057137,9.318402,100,12.164212,301.813428,1.102638,60%,90%,60%,70%,50%,100%,60%,50%,10%,60%,30%,75%,100%,75%,75%,50%,100%,75%,50%,25%,75%,50%,Midslope,934.287382
1307,0,None,low,0.103764,None,Moderate-High(50-75%),moderate,Chap/Oak,1421.85163,38.929466,32.433094,1275970.895,660.190692,-1.902779,1421.646068,38.091167,4.438392,314.045564,0.837566,63829.82443,0.470472909,8.983406,100,13.062552,301.211213,1.083837,70%,90%,50%,50%,50%,60%,70%,40%,40%,100%,20%,75%,100%,50%,50%,50%,75%,75%,50%,50%,100%,25%,Midslope,914.59771
1309,2,Low,ml,0.180715,Low,High (75-100%),high,Chap/Oak,1336.069543,34.081565,33.040515,1188764.064,663.29987,-0.843697,1335.508258,41.132228,4.235828,278.524579,0.813758,53711.28229,-0.993104358,9.609845,100,12.717117,306.929907,1.05485,50%,60%,60%,40%,50%,70%,50%,60%,30%,100%,40%,50%,75%,75%,50%,50%,75%,50%,75%,50%,100%,50%,Midslope,939.045356
1311,1,Very Low,low,0.127353,Low,High (75-100%),high,Chap/Oak,1396.169796,31.323023,32.376466,1251687.362,689.76699,-1.265298,1396.413438,38.695906,4.813512,137.370213,0.912527,306882.9774,0.944473646,8.996732,100,13.269686,300.246295,1.042973,70%,40%,50%,50%,50%,70%,70%,50%,60%,100%,20%,75%,50%,50%,50%,50%,75%,75%,50%,75%,100%,25%,Midslope,904.581293
1312,1,Very Low,low,0.160457,Low,High (75-100%),high,Chap/Oak,1395.862904,32.768297,32.279133,1374935.722,679.98036,-0.762645,1395.364805,37.785796,4.716604,292.96709,0.874009,114872.2375,0.410359226,8.69173,100,13.092858,298.110946,1.058714,70%,50%,50%,60%,50%,70%,70%,40%,50%,100%,10%,75%,50%,50%,75%,50%,75%,75%,50%,50%,100%,25%,Midslope,915.231246
1313,2,Low,ml,0.097012,Low,Low (5-25%),low,Chap/Oak,1445.136316,42.802361,32.556634,1452000.167,711.697247,-1.287984,1445.779099,39.471073,3.643683,97.470827,0.549687,4503.279803,-0.290424596,9.234225,100,11.94136,306.005541,1.142271,80%,100%,50%,70%,60%,70%,80%,50%,10%,40%,30%,75%,100%,50%,75%,75%,75%,75%,50%,25%,50%,50%,Midslope,899.62668
1314,0,None,low,0.200813,None,Moderate (25-50%),moderate_low,Chap/Oak,1458.348935,40.916238,32.333163,1166228.619,713.647304,-2.394514,1458.474871,38.479975,3.88849,189.212423,0.640974,4118.917243,-0.334183241,9.159494,100,11.631449,308.686801,1.127977,80%,100%,50%,40%,60%,50%,80%,40%,20%,40%,30%,100%,100%,50%,50%,75%,50%,100%,50%,25%,50%,25%,Midslope,890.015613
1316,1,Very Low,low,0.265648,Low,High (75-100%),high,Chap/Oak,1374.405733,30.447,33.022852,1127842.938,698.174494,-1.055891,1375.138179,41.665828,4.40389,126.485147,0.744895,29397.20876,-0.430742712,9.71948,100,12.890735,305.611398,1.081549,60%,40%,60%,40%,60%,70%,60%,60%,40%,90%,50%,75%,50%,75%,50%,75%,75%,75%,75%,50%,100%,50%,Midslope with Drainage,903.934109
1317,0,None,low,0.437562,None,High (75-100%),high,Chap/Oak,1351.779968,44.853051,33.241773,988172.3906,688.566696,-1.056778,1351.779968,42.635687,3.48485,39.472808,0.628262,1439.109427,-0.985033954,9.989978,100,12.214662,301.411919,1.083449,60%,100%,70%,30%,50%,70%,60%,70%,10%,20%,50%,75%,100%,75%,25%,50%,75%,75%,75%,25%,25%,50%,Midslope with Drainage,923.31076
1319,1,Very Low,low,0.031428,Low,Moderate (25-50%),moderate_low,Chap/Oak,1335.356757,25.276575,32.633694,1737418.86,713.44104,-1.624083,1335.435465,39.805223,5.038332,139.813585,0.916491,31498.88048,-0.934688938,9.269631,100,12.40125,314.155131,0.991958,50%,20%,50%,80%,60%,60%,50%,50%,70%,90%,30%,50%,25%,50%,100%,75%,75%,50%,50%,75%,100%,50%,Midslope with Drainage,905.91689
1320,0,None,low,0.019817,None,Moderate-High(50-75%),moderate,Chap/Oak,1321.571533,31.444663,32.681214,1059777.397,709.876518,-2.487209,1322.124878,39.931162,3.518156,21.69019,0.415478,1236.997626,-0.62652283,9.30441,100,12.366941,307.369011,0.984813,50%,40%,50%,30%,60%,50%,50%,50%,10%,20%,30%,50%,50%,50%,50%,75%,50%,50%,50%,25%,25%,50%,Midslope,905.348924
1321,2,Low,ml,0.127837,Low,Low (5-25%),low,Chap/Oak,1399.669058,37.734618,32.447752,963656.0486,716.298879,2.222733,1399.060339,38.745076,3.865852,199.319867,0.536196,4729.086759,0.853884909,9.011152,100,12.210313,305.179838,1.096852,70%,90%,50%,20%,60%,100%,70%,50%,20%,40%,20%,75%,100%,50%,25%,75%,100%,75%,50%,25%,50%,25%,Midslope,890.916773
1322,2,Low,ml,0.144106,Low,Moderate (25-50%),moderate_low,Chap/Oak,1407.77441,38.064349,32.28659,850470.537,719.63377,-0.436126,1407.477772,38.188864,4.285488,182.558003,0.812959,12875.10613,0.03049145,8.983113,100,12.409283,304.67493,1.072107,70%,90%,50%,10%,60%,80%,70%,40%,30%,70%,20%,75%,100%,50%,25%,75%,75%,75%,50%,50%,75%,25%,Midslope,883.483378
1323,1,Very Low,low,0.300397,Low,Moderate-High(50-75%),moderate,Chap/Oak,1452.155828,31.91294,32.08433,1375655.217,718.042159,-1.554549,1452.093616,37.759001,4.626816,298.110941,0.814005,60406.47332,-0.656739032,9.30606,100,13.894789,308.500307,1.069072,80%,50%,40%,60%,60%,60%,80%,40%,50%,100%,30%,75%,50%,50%,75%,75%,75%,75%,50%,50%,100%,50%,Midslope,884.352806
1324,2,Low,ml,0.120157,Low,Moderate-High(50-75%),moderate,Chap/Oak,1461.73829,30.521857,31.979844,1389101.973,726.28315,-1.048367,1461.814284,37.623793,4.680948,119.352928,0.767918,120379.9813,0.392840244,9.167903,100,13.83045,313.916066,1.092657,80%,40%,40%,60%,60%,70%,80%,40%,50%,100%,30%,100%,50%,50%,75%,75%,75%,100%,50%,50%,100%,50%,Midslope,883.842038
1325,1,Very Low,low,0.249736,Low,Moderate-High(50-75%),moderate,Chap/Oak,1486.060031,32.146023,32.049504,1062582.44,728.449437,-0.684247,1486.045731,37.585813,4.609346,203.138831,0.800539,96325.63396,-0.991564541,8.904468,100,13.996308,315.436555,1.146189,80%,50%,40%,30%,60%,80%,80%,40%,50%,100%,20%,100%,50%,50%,50%,75%,75%,100%,50%,50%,100%,25%,Midslope,894.339651
1326,0,None,low,0.229407,None,Low (5-25%),low,Chap/Oak,1399.717341,36.088926,32.340975,811171.5854,721.481349,0.620062,1399.001481,38.487099,4.130692,119.168543,0.767899,9803.962205,0.554783815,8.921785,100,13.054958,316.101736,1.076894,70%,80%,50%,10%,60%,90%,70%,40%,30%,60%,20%,75%,75%,50%,25%,75%,100%,75%,50%,25%,75%,25%,Midslope,899.597419
1327,1,Very Low,low,0.154852,Low,Moderate-High(50-75%),moderate,Chap/Oak,1404.701037,30.708713,32.379416,1484576.589,723.186368,-2.080487,1405.12246,38.989878,4.853667,108.017483,0.875783,32626.98759,-0.736043912,9.136195,100,13.268806,320.181831,1.072677,70%,40%,50%,70%,60%,50%,70%,50%,60%,90%,30%,75%,50%,50%,75%,75%,50%,75%,50%,75%,100%,25%,Midslope with Drainage,901.612113
1328,1,Very Low,low,0.451778,Low,Moderate-High(50-75%),moderate,Chap/Oak,1486.450873,23.438324,32.383097,2724628.765,726.92781,2.733319,1484.959968,39.393921,4.032456,249.159974,0.32423,1635.779032,0.563014722,9.376322,100,14.063149,319.422884,1.207843,90%,10%,50%,100%,60%,100%,80%,50%,20%,20%,40%,100%,25%,50%,100%,75%,100%,100%,50%,25%,25%,50%,Upmost,906.938483
1329,2,Low,ml,0.199485,Low,Moderate (25-50%),moderate_low,Chap/Oak,1440.875194,34.30876,32.253031,1491705.231,727.602183,-3.347566,1440.1794,38.318639,4.838979,244.545714,0.913222,7309.582965,0.76731157,9.104264,100,13.67904,320.743829,1.102977,80%,70%,50%,70%,60%,30%,80%,40%,60%,50%,30%,75%,75%,50%,75%,75%,50%,75%,50%,75%,50%,25%,Midslope with Drainage,897.479493
1330,5,High,high,0.662373,High,Moderate-High(50-75%),moderate,Chap,1361.188354,29.768226,32.198409,2108446.121,750.408967,-5.037156,1360.439873,39.020167,5.133073,282.386404,1.043344,5744.845355,0.669146811,9.74986,100,12.833155,307.669724,1.061884,60%,30%,40%,90%,60%,20%,60%,50%,70%,50%,50%,75%,50%,50%,100%,75%,25%,75%,50%,75%,50%,50%,Upmost with Drainage,918.57181
1331,0,None,low,0.12486,None,Low (5-25%),low,Chap/Oak,1291.220542,28.501888,32.806561,1008919.086,772.727588,-1.833593,1291.209887,41.222378,4.999988,184.330726,0.843853,17300.90811,-0.985341744,10.27495,74,11.481397,309.697339,1.02138,40%,30%,60%,30%,60%,60%,40%,60%,70%,70%,60%,50%,25%,75%,25%,75%,75%,50%,75%,75%,75%,75%,Midslope with Drainage,908.407345
1333,0,None,low,0.139693,None,Moderate-High(50-75%),moderate,Chap/Oak,1207.250058,13.138835,32.61888,2133659.545,780.236684,-3.083856,1207.398824,41.648044,5.072487,80.746967,0.355085,1544.54991,0.966331065,10.527635,74,11.724942,312.037203,0.90686,20%,10%,50%,90%,60%,40%,20%,60%,70%,20%,60%,25%,25%,50%,100%,75%,50%,25%,75%,75%,25%,75%,Adjacent to Bed,915.444231
1335,0,None,low,0.265746,None,High (75-100%),high,Chap/Oak,1211.794617,34.23,32.920218,1155498.813,785.850627,-7.954753,1211.794617,42.029842,4.757795,26.722044,1.15745,562.631435,-0.936732997,10.782282,74,12.985507,306.360779,0.949422,30%,70%,60%,40%,70%,10%,30%,60%,50%,10%,70%,25%,75%,75%,50%,75%,25%,25%,75%,50%,25%,75%,Midslope,891.543108
1336,2,Low,ml,0.210203,Low,Moderate-High(50-75%),moderate,Chap/Oak,1223.528963,34.169973,32.90255,1294155.456,787.418768,1.486318,1222.861562,41.974222,3.761689,304.842827,0.418396,5997.420488,-0.264596674,10.656175,74,13.313899,304.533649,0.992378,30%,70%,60%,50%,70%,100%,30%,60%,10%,50%,70%,25%,75%,75%,50%,75%,100%,25%,75%,25%,50%,75%,Midslope,874.579058
1337,0,None,low,0.143218,None,High (75-100%),high,Chap/Oak,1218.18457,27.209541,32.766184,1119580.688,790.059774,7.42749,1219.192505,41.49334,3.444415,334.632843,<Null>,304.261227,-0.948319224,10.582462,74,13.238872,305.022583,0.987528,30%,20%,60%,40%,70%,100%,30%,60%,10%,10%,70%,25%,25%,75%,50%,75%,100%,25%,75%,25%,25%,75%,#N/A,845.058187
1338,1,Very Low,low,0.24339,Low,Moderate (25-50%),moderate_low,Chap/Oak,1256.431823,27.412191,32.449366,1253002.836,795.014297,-3.857049,1256.512161,40.274861,5.806072,165.79977,1.097781,18705.18169,-0.882318543,10.386401,74,13.310067,304.995263,0.985561,40%,20%,50%,50%,70%,30%,40%,50%,90%,80%,60%,50%,25%,50%,50%,75%,25%,50%,50%,100%,75%,75%,Midslope with Drainage,851.7814
1340,0,None,low,0.54093,None,Moderate (25-50%),moderate_low,Chap/Oak,1335.353595,29.184666,32.043356,1163207.601,801.720016,-1.134783,1334.051345,38.503238,5.233634,27.440139,0.524612,1831.891581,-0.935728973,10.031533,74,12.998213,300.023972,1.052487,50%,30%,40%,40%,70%,70%,50%,40%,70%,20%,50%,50%,50%,50%,50%,75%,75%,50%,50%,75%,25%,50%,Midslope with Drainage,812.010951
1341,2,Low,ml,0.509025,Low,Moderate-High(50-75%),moderate,Chap/Oak,1352.358119,34.103693,32.012689,1390791.093,802.160275,-2.152055,1353.374139,38.515469,5.74086,97.582471,1.164403,10724.43182,-0.182006381,10.018114,74,12.640791,299.682885,1.056487,60%,60%,40%,60%,70%,50%,60%,50%,90%,60%,50%,75%,75%,50%,75%,75%,50%,75%,50%,100%,75%,50%,Midslope with Drainage,799.684674
1343,1,Very Low,low,0.195327,Low,Moderate-High(50-75%),moderate,Chap/Oak,1373.863715,31.790345,31.704808,1385233.9,807.417555,-2.193816,1374.211831,37.284056,5.347774,85.1348,0.95499,28963.38583,-0.064282561,9.759621,74,13.815643,300.373594,1.076377,60%,50%,30%,60%,70%,50%,60%,40%,80%,90%,50%,75%,50%,50%,75%,75%,50%,75%,50%,75%,100%,50%,Midslope with Drainage,824.177485
1344,2,Low,ml,0.197466,Low,Moderate-High(50-75%),moderate,Chap/Oak,1425.774317,42.127451,31.535335,1141339.833,809.69623,-0.371494,1426.176063,37.451896,4.220722,222.551691,0.839274,6782.714103,-0.769151693,9.803573,74,14.125901,301.722044,1.142538,70%,100%,30%,40%,70%,80%,70%,40%,30%,50%,50%,75%,100%,50%,50%,75%,100%,75%,50%,50%,50%,50%,Midslope,833.677873
1345,2,Low,ml,0.196129,Low,Moderate-High(50-75%),moderate,Chap/Oak,1308.392204,31.294196,31.942621,1264231.281,802.863768,-2.14526,1308.403951,38.708567,4.90914,271.692841,0.912669,26347.8115,-0.908528034,10.130285,74,13.345671,303.221573,1.032141,50%,40%,40%,50%,70%,50%,50%,50%,60%,80%,60%,50%,50%,50%,50%,75%,50%,50%,50%,75%,100%,75%,Midslope with Drainage,830.730228
1346,2,Low,ml,0.145192,Low,Moderate (25-50%),moderate_low,Chap/Oak,1330.443793,25.962507,32.079091,1344802.986,805.958962,-2.079338,1330.243094,40.238209,5.588156,134.424654,0.944787,49413.67533,-0.862381635,10.533709,74,14.481223,307.816351,1.047093,50%,20%,40%,60%,70%,50%,50%,50%,80%,90%,60%,50%,25%,50%,75%,75%,50%,50%,50%,100%,100%,75%,Adjacent to Bed,853.513104
1348,0,None,low,0.22518,None,Moderate (25-50%),moderate_low,Chap/Oak,1464.79473,41.786643,31.55246,1411430.411,812.862189,-0.233229,1466.245886,38.353125,3.75029,108.369736,0.564397,11558.3403,-0.924400373,10.12758,74,14.857488,308.236643,1.182657,80%,100%,30%,60%,70%,80%,80%,40%,10%,70%,60%,100%,100%,50%,75%,75%,100%,100%,50%,25%,75%,75%,Upmost with Drainage,890.290542
1349,2,Low,ml,0.256045,Low,Low (5-25%),low,Chap,1295.978435,39.796687,32.31851,2651198.965,835.940414,1.008853,1295.572199,40.294764,3.65046,217.522555,0.482092,8451.048744,0.367701946,10.561363,74,12.520765,292.212225,1.080286,50%,100%,50%,100%,70%,90%,50%,50%,10%,60%,70%,50%,100%,50%,100%,75%,100%,50%,50%,25%,75%,75%,Midslope with Drainage,944.255526
1350,0,None,low,0.403593,None,Moderate-High(50-75%),moderate,Chap/Oak,1325.982793,40.766713,32.221295,2223494.191,832.230357,-8.36491,1324.790947,40.109672,4.522532,274.41325,0.954622,4871.843494,0.658304301,10.469081,74,12.992903,296.097845,1.068319,50%,100%,50%,90%,70%,10%,50%,50%,40%,40%,60%,50%,100%,50%,100%,75%,25%,50%,50%,50%,50%,75%,Midslope with Drainage,935.948391
1352,0,None,low,0.273601,None,Low (5-25%),low,Chap/Oak,1323.018677,32.318192,32.045591,2240508.867,830.219358,-1.026335,1322.167604,39.614915,4.502634,274.62111,0.780177,16342.10048,0.799476887,10.321758,74,13.942308,299.593344,1.053594,50%,50%,40%,90%,70%,70%,50%,50%,40%,70%,60%,50%,50%,50%,100%,75%,75%,50%,50%,50%,75%,75%,Midslope with Drainage,926.418975
1353,1,Very Low,low,0.335625,Low,Low (5-25%),low,Chap,1407.0741,32.255548,31.757042,2633479.886,826.54143,-1.9075,1407.497784,38.160554,4.873693,125.277169,1.009161,2831.682008,0.690848813,9.972001,74,16.137455,305.19026,1.088426,70%,50%,30%,100%,70%,50%,70%,40%,60%,30%,50%,75%,50%,50%,100%,75%,50%,75%,50%,75%,25%,50%,Midslope with Drainage,886.202948
1357,4,Moderate,moderate,0.311052,Moderate,Moderate (25-50%),moderate_low,Chap,1416.727514,41.095711,31.258925,2423456.77,819.27045,1.854258,1415.046991,36.12258,3.6499,217.62749,0.483113,3524.79747,0.463084007,9.486204,74,11.659818,311.506493,1.126847,70%,100%,30%,100%,70%,100%,70%,30%,10%,30%,40%,75%,100%,25%,100%,75%,100%,75%,50%,25%,50%,50%,Midslope,836.241719
1358,0,None,low,0.229263,None,Moderate (25-50%),moderate_low,Chap,1472.845899,38.251908,31.386303,1707046.448,817.322406,-2.91973,1472.32775,36.477333,3.895111,278.036589,0.565684,3821.031222,-0.93215145,9.624255,74,14.107547,301.719043,1.162277,80%,90%,30%,80%,70%,40%,80%,30%,20%,40%,40%,100%,100%,50%,100%,75%,50%,100%,50%,25%,50%,50%,Upmost,818.217249
1359,0,None,low,0.303018,None,High (75-100%),high,Chap/Oak,1402.824086,35.06023,31.487838,1747022.222,823.705809,-1.906103,1401.995957,36.880821,4.732829,292.506325,0.813328,83070.55532,-0.037907967,9.720031,74,13.287181,309.018423,1.102792,70%,70%,30%,80%,70%,50%,70%,30%,50%,100%,50%,75%,75%,50%,100%,75%,50%,75%,50%,50%,100%,50%,Midslope with Drainage,849.569111
1361,5,High,high,0.727334,High,Moderate-High(50-75%),moderate,Chap,1309.574135,33.134903,31.996253,1123136.605,877.723231,-1.008888,1309.554448,39.247272,4.868768,139.437418,0.826961,41083.1026,-0.738751457,10.566351,74,12.101077,298.316905,1.085913,50%,60%,40%,40%,80%,70%,50%,50%,60%,90%,70%,50%,75%,50%,50%,75%,75%,50%,50%,75%,100%,75%,Upmost with Drainage,880.326374
1362,5,High,high,0.723711,High,Moderate-High(50-75%),moderate,Chap/Oak,1217.503372,24.262992,32.045547,1365151.366,871.945393,-3.076712,1218.054542,39.499975,6.713901,203.107494,1.348839,5398.930938,-0.995138765,10.644727,74,11.825797,294.567292,0.96635,30%,10%,40%,60%,70%,40%,30%,50%,100%,40%,70%,25%,25%,50%,75%,75%,50%,25%,50%,100%,50%,75%,Valley/River Bottom,880.692797
1363,5,High,high,0.741312,High,Moderate-High(50-75%),moderate,Chap,1229.08388,36.302392,32.212108,872819.2411,862.928894,1.922224,1229.08388,40.046502,3.906187,303.184033,0.71478,596.759965,-0.93737392,10.782975,74,11.236498,289.292847,1.062026,30%,80%,40%,20%,70%,100%,30%,50%,20%,10%,70%,25%,100%,50%,25%,75%,100%,25%,50%,25%,25%,75%,Upmost,888.843486
1364,0,None,low,0.348225,None,Moderate (25-50%),moderate_low,Chap/Oak,1160.08315,37.322493,32.59975,881025.6933,850.899933,-0.351386,1159.914787,41.023703,5.217215,222.532416,1.022688,5786.317932,-0.781326057,11.015292,74,12.215073,281.420455,0.969947,20%,90%,50%,20%,70%,80%,20%,60%,70%,50%,70%,25%,100%,50%,25%,75%,100%,25%,75%,75%,50%,75%,Midslope,893.710808
1365,5,High,high,0.321967,High,Moderate (25-50%),moderate_low,Chap/Oak,1333.732544,29.996701,32.352418,1105233.313,893.980265,-0.012329,1333.732544,39.837166,4.297942,334.344841,0.73107,364.266012,-0.819131029,10.432016,74,15.842269,295.249705,1.153658,50%,40%,50%,40%,80%,80%,50%,50%,30%,10%,60%,50%,50%,50%,50%,75%,100%,50%,50%,50%,25%,75%,Upmost with Drainage,920.195923
1366,1,Very Low,low,0.399001,Low,Moderate-High(50-75%),moderate,Chap/Oak,1289.142969,30.897898,32.321107,1319656.746,897.08628,-3.834737,1288.796335,39.692283,5.754501,284.982332,1.079999,9423.586783,-0.957649446,10.472312,74,15.605076,297.921468,1.073739,40%,40%,50%,60%,80%,30%,40%,50%,90%,60%,60%,50%,50%,50%,75%,75%,25%,50%,50%,100%,75%,75%,Midslope with Drainage,924.806596
1367,0,None,low,0.37216,None,Moderate (25-50%),moderate_low,Chap/Oak,1209.246051,26.688007,32.220547,1050420.765,896.884014,-6.831895,1208.443706,39.396157,5.71433,273.670486,1.672864,5486.833907,-0.024197769,10.414767,74,14.034464,294.087296,0.963332,30%,20%,50%,30%,80%,10%,30%,50%,90%,40%,60%,25%,25%,50%,50%,75%,25%,25%,50%,100%,50%,75%,Midslope with Drainage,927.694272
1368,0,None,low,0.306104,None,Moderate (25-50%),moderate_low,Chap/Oak,1240.967546,36.193745,32.244634,1076941.565,898.686277,-0.447994,1240.967546,39.332122,4.508388,269.778932,0.69175,2754.238038,0.699116771,10.427599,74,14.115917,295.977292,1.055677,30%,80%,50%,30%,80%,80%,30%,50%,40%,30%,60%,50%,100%,50%,50%,75%,75%,50%,50%,50%,25%,75%,Midslope with Drainage,930.840837
1369,1,Very Low,low,0.508019,Low,Moderate-High(50-75%),moderate,Chap/Oak,1166.480548,21.059906,32.239396,882470.1838,898.540412,-11.133215,1166.480548,39.079849,7.57466,352.159821,2.278648,1419.080487,0.074612069,10.383839,74,12.311161,290.956449,0.915811,20%,10%,50%,20%,80%,10%,20%,50%,100%,20%,60%,25%,25%,50%,25%,75%,25%,25%,50%,100%,25%,75%,Adjacent to Bed,927.728149
1370,2,Low,ml,0.1698,Low,Moderate (25-50%),moderate_low,Chap/Oak,1168.950697,35.774685,32.33998,1249835.738,900.890338,-2.840078,1167.294714,39.06725,5.085432,328.648684,0.745927,3265.455359,-0.99971504,10.387833,74,11.804349,291.235406,0.972032,20%,80%,50%,50%,80%,40%,20%,50%,70%,30%,60%,25%,75%,50%,50%,75%,50%,25%,50%,75%,50%,75%,Midslope with Drainage,927.573882
1371,2,Low,ml,0.358963,Low,Low (5-25%),low,Chap/Oak,1128.647681,36.854479,32.507648,1203443.984,903.79084,-2.398122,1128.249717,39.452586,4.648079,316.99071,0.753893,19401.21191,-0.633658551,10.601278,74,10.353676,293.25338,0.958028,10%,80%,50%,50%,80%,50%,10%,50%,50%,80%,70%,25%,100%,50%,50%,100%,50%,25%,50%,50%,75%,75%,Adjacent to Bed,929.459616
